data e hora,Dióxido de Nitrogênio
20/03/2023 18:30:00,16.66
20/03/2023 19:30:00,15.76
20/03/2023 20:30:00,18.72
20/03/2023 21:30:00,21.60
20/03/2023 22:30:00,18.16
20/03/2023 23:30:00,13.77
21/03/2023 00:30:00,11.40
21/03/2023 01:30:00,09.07
21/03/2023 02:30:00,8.67
21/03/2023 03:30:00,9.46
21/03/2023 04:30:00,16.12
21/03/2023 05:30:00,21.39
21/03/2023 06:30:00,27.17
21/03/2023 07:30:00,19.82
21/03/2023 08:30:00,15.56
21/03/2023 09:30:00,11.45
21/03/2023 10:30:00,10.46
21/03/2023 11:30:00,12.37
21/03/2023 12:30:00,12.76
21/03/2023 13:30:00,12.17
21/03/2023 14:30:00,6.57
21/03/2023 15:30:00,08.08
21/03/2023 16:30:00,09.02
21/03/2023 17:30:00,11.12
21/03/2023 18:30:00,17.75
21/03/2023 19:30:00,16.99
21/03/2023 20:30:00,20.81
21/03/2023 21:30:00,22.23
21/03/2023 22:30:00,14.38
21/03/2023 23:30:00,12.60
22/03/2023 00:30:00,12.55
22/03/2023 01:30:00,12.07
22/03/2023 02:30:00,11.56
22/03/2023 03:30:00,10.56
22/03/2023 04:30:00,11.31
22/03/2023 05:30:00,14.86
22/03/2023 06:30:00,21.21
22/03/2023 07:30:00,19.21
22/03/2023 08:30:00,16.87
22/03/2023 09:30:00,15.62
22/03/2023 10:30:00,13.47
22/03/2023 11:30:00,16.67
22/03/2023 12:30:00,15.16
22/03/2023 13:30:00,13.19
22/03/2023 14:30:00,16.02
22/03/2023 15:30:00,12.60
22/03/2023 16:30:00,14.06
22/03/2023 17:30:00,14.09
22/03/2023 18:30:00,19.67
22/03/2023 19:30:00,29.27
22/03/2023 20:30:00,33.88
22/03/2023 21:30:00,30.16
22/03/2023 22:30:00,26.60
22/03/2023 23:30:00,20.88
23/03/2023 00:30:00,16.88
23/03/2023 01:30:00,14.64
23/03/2023 02:30:00,14.71
23/03/2023 03:30:00,14.24
23/03/2023 04:30:00,11.54
23/03/2023 05:30:00,11.97
23/03/2023 06:30:00,16.05
23/03/2023 07:30:00,20.07
23/03/2023 08:30:00,25.31
23/03/2023 09:30:00,16.87
23/03/2023 10:30:00,20.27
23/03/2023 11:30:00,33.87
23/03/2023 12:30:00,47.95
23/03/2023 13:30:00,52.79
23/03/2023 14:30:00,56.04
23/03/2023 15:30:00,48.24
23/03/2023 16:30:00,39.64
23/03/2023 17:30:00,31.83
23/03/2023 18:30:00,28.23
23/03/2023 19:30:00,31.45
23/03/2023 20:30:00,36.33
23/03/2023 21:30:00,43.91
23/03/2023 22:30:00,38.65
23/03/2023 23:30:00,28.69
24/03/2023 00:30:00,23.28
24/03/2023 01:30:00,21.39
24/03/2023 02:30:00,14.84
24/03/2023 03:30:00,9.49
24/03/2023 04:30:00,10.43
24/03/2023 05:30:00,15.90
24/03/2023 06:30:00,20.33
24/03/2023 07:30:00,15.53
24/03/2023 08:30:00,16.58
24/03/2023 09:30:00,17.65
24/03/2023 10:30:00,16.16
24/03/2023 11:30:00,14.31
24/03/2023 12:30:00,12.88
24/03/2023 13:30:00,12.17
24/03/2023 14:30:00,13.08
24/03/2023 15:30:00,10.24
24/03/2023 16:30:00,9.51
24/03/2023 17:30:00,11.68
24/03/2023 18:30:00,20.61
24/03/2023 19:30:00,30.41
24/03/2023 20:30:00,28.33
24/03/2023 21:30:00,27.93
24/03/2023 22:30:00,26.93
24/03/2023 23:30:00,19.56
25/03/2023 00:30:00,14.15
25/03/2023 01:30:00,11.32
25/03/2023 02:30:00,13.34
25/03/2023 03:30:00,12.11
25/03/2023 04:30:00,13.65
25/03/2023 05:30:00,12.36
25/03/2023 06:30:00,17.09
25/03/2023 07:30:00,16.40
25/03/2023 08:30:00,10.83
25/03/2023 09:30:00,11.74
25/03/2023 10:30:00,12.77
25/03/2023 11:30:00,14.56
25/03/2023 12:30:00,10.52
25/03/2023 13:30:00,10.44
25/03/2023 14:30:00,10.27
25/03/2023 15:30:00,8.87
25/03/2023 16:30:00,09.08
25/03/2023 17:30:00,12.93
25/03/2023 18:30:00,18.27
25/03/2023 19:30:00,16.45
25/03/2023 20:30:00,21.49
25/03/2023 21:30:00,26.14
25/03/2023 22:30:00,20.93
25/03/2023 23:30:00,18.94
26/03/2023 00:30:00,15.25
26/03/2023 01:30:00,15.01
26/03/2023 02:30:00,12.41
26/03/2023 03:30:00,11.03
26/03/2023 04:30:00,13.41
26/03/2023 05:30:00,13.35
26/03/2023 06:30:00,13.68
26/03/2023 07:30:00,12.08
26/03/2023 08:30:00,7.41
26/03/2023 09:30:00,8.54
26/03/2023 10:30:00,6.63
26/03/2023 11:30:00,7.82
26/03/2023 12:30:00,9.22
26/03/2023 13:30:00,6.31
26/03/2023 14:30:00,7.68
26/03/2023 15:30:00,6.53
26/03/2023 16:30:00,6.88
26/03/2023 17:30:00,08.02
26/03/2023 18:30:00,13.06
26/03/2023 19:30:00,13.06
26/03/2023 20:30:00,15.61
26/03/2023 21:30:00,15.58
26/03/2023 22:30:00,10.15
26/03/2023 23:30:00,9.98
27/03/2023 00:30:00,8.38
27/03/2023 01:30:00,6.90
27/03/2023 02:30:00,6.30
27/03/2023 03:30:00,7.37
27/03/2023 04:30:00,9.28
27/03/2023 05:30:00,19.46
27/03/2023 06:30:00,27.41
27/03/2023 07:30:00,24.38
27/03/2023 08:30:00,14.41
27/03/2023 09:30:00,12.05
27/03/2023 10:30:00,13.02
27/03/2023 11:30:00,12.19
27/03/2023 12:30:00,11.57
27/03/2023 13:30:00,9.70
27/03/2023 14:30:00,9.51
27/03/2023 15:30:00,12.05
27/03/2023 16:30:00,22.05
27/03/2023 17:30:00,18.18
27/03/2023 18:30:00,16.57
27/03/2023 19:30:00,13.10
27/03/2023 20:30:00,13.61
27/03/2023 21:30:00,20.88
27/03/2023 22:30:00,20.94
27/03/2023 23:30:00,14.21
28/03/2023 00:30:00,10.92
28/03/2023 01:30:00,13.62
28/03/2023 02:30:00,15.26
28/03/2023 03:30:00,19.71
28/03/2023 04:30:00,9.48
28/03/2023 05:30:00,13.93
28/03/2023 06:30:00,28.17
28/03/2023 07:30:00,30.15
28/03/2023 08:30:00,28.50
28/03/2023 09:30:00,23.85
28/03/2023 10:30:00,17.30
28/03/2023 11:30:00,16.43
28/03/2023 12:30:00,13.44
28/03/2023 13:30:00,9.76
28/03/2023 14:30:00,18.17
28/03/2023 15:30:00,13.73
28/03/2023 16:30:00,34.56
28/03/2023 17:30:00,25.56
28/03/2023 18:30:00,30.78
28/03/2023 19:30:00,31.86
28/03/2023 20:30:00,28.24
28/03/2023 21:30:00,43.60
28/03/2023 22:30:00,40.19
28/03/2023 23:30:00,31.00
29/03/2023 00:30:00,29.61
29/03/2023 01:30:00,24.52
29/03/2023 02:30:00,18.09
29/03/2023 03:30:00,17.97
29/03/2023 04:30:00,18.22
29/03/2023 05:30:00,20.66
29/03/2023 06:30:00,25.76
29/03/2023 07:30:00,23.32
29/03/2023 08:30:00,28.27
29/03/2023 09:30:00,24.62
29/03/2023 10:30:00,15.82
29/03/2023 11:30:00,10.55
29/03/2023 12:30:00,11.41
29/03/2023 13:30:00,18.96
29/03/2023 14:30:00,17.14
29/03/2023 15:30:00,33.69
29/03/2023 16:30:00,16.82
29/03/2023 17:30:00,19.71
29/03/2023 18:30:00,32.33
29/03/2023 19:30:00,31.72
29/03/2023 20:30:00,35.67
29/03/2023 21:30:00,29.77
29/03/2023 22:30:00,28.16
29/03/2023 23:30:00,20.28
30/03/2023 00:30:00,20.08
30/03/2023 01:30:00,12.10
30/03/2023 02:30:00,8.74
30/03/2023 03:30:00,7.53
30/03/2023 04:30:00,11.30
30/03/2023 05:30:00,17.89
30/03/2023 06:30:00,24.94
30/03/2023 07:30:00,23.21
30/03/2023 08:30:00,16.19
30/03/2023 09:30:00,14.97
30/03/2023 10:30:00,13.82
30/03/2023 11:30:00,12.21
30/03/2023 12:30:00,12.75
30/03/2023 13:30:00,14.88
30/03/2023 14:30:00,11.40
30/03/2023 15:30:00,11.73
30/03/2023 16:30:00,10.66
30/03/2023 17:30:00,15.30
30/03/2023 18:30:00,22.81
30/03/2023 19:30:00,23.59
30/03/2023 20:30:00,24.98
30/03/2023 21:30:00,22.39
30/03/2023 22:30:00,17.66
30/03/2023 23:30:00,13.98
31/03/2023 00:30:00,8.77
31/03/2023 01:30:00,6.47
31/03/2023 02:30:00,4.81
31/03/2023 03:30:00,8.72
31/03/2023 04:30:00,8.90
31/03/2023 05:30:00,16.72
31/03/2023 06:30:00,25.96
31/03/2023 07:30:00,18.66
31/03/2023 08:30:00,18.43
31/03/2023 09:30:00,13.70
31/03/2023 10:30:00,13.62
31/03/2023 11:30:00,13.24
31/03/2023 12:30:00,14.68
31/03/2023 13:30:00,11.57
31/03/2023 14:30:00,8.78
31/03/2023 15:30:00,11.12
31/03/2023 16:30:00,11.89
31/03/2023 17:30:00,16.03
31/03/2023 18:30:00,16.80
31/03/2023 19:30:00,21.14
31/03/2023 20:30:00,0.00
31/03/2023 21:30:00,0.00
31/03/2023 22:30:00,0.00
31/03/2023 23:30:00,0.00
01/04/2023 00:30:00,0.00
01/04/2023 01:30:00,0.00
01/04/2023 02:30:00,0.00
01/04/2023 03:30:00,0.00
01/04/2023 04:30:00,0.00
01/04/2023 05:30:00,0.00
01/04/2023 06:30:00,0.00
01/04/2023 07:30:00,0.00
01/04/2023 08:30:00,0.00
01/04/2023 09:30:00,0.00
01/04/2023 10:30:00,0.00
01/04/2023 11:30:00,0.00
01/04/2023 12:30:00,0.00
01/04/2023 13:30:00,0.00
01/04/2023 14:30:00,0.00
01/04/2023 15:30:00,0.00
01/04/2023 16:30:00,0.00
01/04/2023 17:30:00,0.00
01/04/2023 18:30:00,0.00
01/04/2023 19:30:00,0.00
01/04/2023 20:30:00,0.00
01/04/2023 21:30:00,0.00
01/04/2023 22:30:00,0.00
01/04/2023 23:30:00,0.00
02/04/2023 00:30:00,0.00
02/04/2023 01:30:00,0.00
02/04/2023 02:30:00,0.00
02/04/2023 03:30:00,0.00
02/04/2023 04:30:00,0.00
02/04/2023 05:30:00,0.00
02/04/2023 06:30:00,0.00
02/04/2023 07:30:00,0.00
02/04/2023 08:30:00,0.00
02/04/2023 09:30:00,0.00
02/04/2023 10:30:00,0.00
02/04/2023 11:30:00,0.00
02/04/2023 12:30:00,0.00
02/04/2023 13:30:00,0.00
02/04/2023 14:30:00,0.00
02/04/2023 15:30:00,0.00
02/04/2023 16:30:00,0.00
02/04/2023 17:30:00,0.00
02/04/2023 18:30:00,0.00
02/04/2023 19:30:00,0.00
02/04/2023 20:30:00,0.00
02/04/2023 21:30:00,0.00
02/04/2023 22:30:00,0.00
02/04/2023 23:30:00,0.00
03/04/2023 00:30:00,0.00
03/04/2023 01:30:00,0.00
03/04/2023 02:30:00,0.00
03/04/2023 03:30:00,0.00
03/04/2023 04:30:00,0.00
03/04/2023 05:30:00,0.00
03/04/2023 06:30:00,0.00
03/04/2023 07:30:00,0.00
03/04/2023 08:30:00,0.00
03/04/2023 09:30:00,19.62
03/04/2023 10:30:00,14.30
03/04/2023 11:30:00,10.58
03/04/2023 12:30:00,12.78
03/04/2023 13:30:00,10.43
03/04/2023 14:30:00,19.52
03/04/2023 15:30:00,20.60
03/04/2023 16:30:00,20.42
03/04/2023 17:30:00,25.20
03/04/2023 18:30:00,29.23
03/04/2023 19:30:00,30.29
03/04/2023 20:30:00,25.52
03/04/2023 21:30:00,23.65
03/04/2023 22:30:00,27.52
03/04/2023 23:30:00,24.53
04/04/2023 00:30:00,17.40
04/04/2023 01:30:00,18.69
04/04/2023 02:30:00,14.61
04/04/2023 03:30:00,9.96
04/04/2023 04:30:00,7.85
04/04/2023 05:30:00,16.90
04/04/2023 06:30:00,24.89
04/04/2023 07:30:00,21.05
04/04/2023 08:30:00,28.36
04/04/2023 09:30:00,27.80
04/04/2023 10:30:00,18.25
04/04/2023 11:30:00,19.01
04/04/2023 12:30:00,13.05
04/04/2023 13:30:00,26.87
04/04/2023 14:30:00,13.42
04/04/2023 15:30:00,20.67
04/04/2023 16:30:00,22.09
04/04/2023 17:30:00,17.93
04/04/2023 18:30:00,28.43
04/04/2023 19:30:00,36.34
04/04/2023 20:30:00,25.22
04/04/2023 21:30:00,28.49
04/04/2023 22:30:00,23.10
04/04/2023 23:30:00,23.22
05/04/2023 00:30:00,15.57
05/04/2023 01:30:00,19.08
05/04/2023 02:30:00,18.65
05/04/2023 03:30:00,21.99
05/04/2023 04:30:00,10.78
05/04/2023 05:30:00,16.07
05/04/2023 06:30:00,23.48
05/04/2023 07:30:00,24.20
05/04/2023 08:30:00,28.77
05/04/2023 09:30:00,33.13
05/04/2023 10:30:00,23.95
05/04/2023 11:30:00,15.80
05/04/2023 12:30:00,12.93
05/04/2023 13:30:00,11.10
05/04/2023 14:30:00,9.22
05/04/2023 15:30:00,8.40
05/04/2023 16:30:00,13.98
05/04/2023 17:30:00,21.23
05/04/2023 18:30:00,27.82
05/04/2023 19:30:00,26.28
05/04/2023 20:30:00,30.16
05/04/2023 21:30:00,28.26
05/04/2023 22:30:00,25.73
05/04/2023 23:30:00,27.92
06/04/2023 00:30:00,17.90
06/04/2023 01:30:00,12.60
06/04/2023 02:30:00,14.66
06/04/2023 03:30:00,12.24
06/04/2023 04:30:00,13.03
06/04/2023 05:30:00,15.24
06/04/2023 06:30:00,22.81
06/04/2023 07:30:00,25.31
06/04/2023 08:30:00,24.31
06/04/2023 09:30:00,29.57
06/04/2023 10:30:00,22.46
06/04/2023 11:30:00,23.89
06/04/2023 12:30:00,20.03
06/04/2023 13:30:00,16.40
06/04/2023 14:30:00,10.90
06/04/2023 15:30:00,16.35
06/04/2023 16:30:00,21.81
06/04/2023 17:30:00,31.61
06/04/2023 18:30:00,30.57
06/04/2023 19:30:00,29.78
06/04/2023 20:30:00,25.98
06/04/2023 21:30:00,0.00
06/04/2023 22:30:00,22.67
06/04/2023 23:30:00,26.01
07/04/2023 00:30:00,20.90
07/04/2023 01:30:00,20.17
07/04/2023 02:30:00,15.41
07/04/2023 03:30:00,14.75
07/04/2023 04:30:00,16.24
07/04/2023 05:30:00,17.85
07/04/2023 06:30:00,23.82
07/04/2023 07:30:00,20.45
07/04/2023 08:30:00,18.75
07/04/2023 09:30:00,12.36
07/04/2023 10:30:00,17.39
07/04/2023 11:30:00,37.96
07/04/2023 12:30:00,36.77
07/04/2023 13:30:00,27.49
07/04/2023 14:30:00,35.59
07/04/2023 15:30:00,36.15
07/04/2023 16:30:00,20.61
07/04/2023 17:30:00,14.39
07/04/2023 18:30:00,20.43
07/04/2023 19:30:00,17.83
07/04/2023 20:30:00,22.84
07/04/2023 21:30:00,22.58
07/04/2023 22:30:00,21.01
07/04/2023 23:30:00,23.13
08/04/2023 00:30:00,26.04
08/04/2023 01:30:00,19.69
08/04/2023 02:30:00,9.90
08/04/2023 03:30:00,8.77
08/04/2023 04:30:00,13.73
08/04/2023 05:30:00,12.28
08/04/2023 06:30:00,16.84
08/04/2023 07:30:00,12.49
08/04/2023 08:30:00,10.75
08/04/2023 09:30:00,10.04
08/04/2023 10:30:00,11.26
08/04/2023 11:30:00,12.29
08/04/2023 12:30:00,10.30
08/04/2023 13:30:00,7.67
08/04/2023 14:30:00,08.03
08/04/2023 15:30:00,7.16
08/04/2023 16:30:00,11.03
08/04/2023 17:30:00,9.79
08/04/2023 18:30:00,14.31
08/04/2023 19:30:00,38.27
08/04/2023 20:30:00,23.16
08/04/2023 21:30:00,20.12
08/04/2023 22:30:00,21.99
08/04/2023 23:30:00,20.10
09/04/2023 00:30:00,27.22
09/04/2023 01:30:00,25.75
09/04/2023 02:30:00,21.61
09/04/2023 03:30:00,18.77
09/04/2023 04:30:00,17.84
09/04/2023 05:30:00,16.54
09/04/2023 06:30:00,14.50
09/04/2023 07:30:00,12.57
09/04/2023 08:30:00,9.98
09/04/2023 09:30:00,9.39
09/04/2023 10:30:00,11.20
09/04/2023 11:30:00,10.97
09/04/2023 12:30:00,14.62
09/04/2023 13:30:00,12.80
09/04/2023 14:30:00,9.97
09/04/2023 15:30:00,10.94
09/04/2023 16:30:00,12.18
09/04/2023 17:30:00,11.59
09/04/2023 18:30:00,15.20
09/04/2023 19:30:00,17.18
09/04/2023 20:30:00,13.72
09/04/2023 21:30:00,14.47
09/04/2023 22:30:00,14.63
09/04/2023 23:30:00,14.43
10/04/2023 00:30:00,9.91
10/04/2023 01:30:00,07.08
10/04/2023 02:30:00,9.22
10/04/2023 03:30:00,8.52
10/04/2023 04:30:00,6.55
10/04/2023 05:30:00,9.38
10/04/2023 06:30:00,15.95
10/04/2023 07:30:00,20.48
10/04/2023 08:30:00,24.07
10/04/2023 09:30:00,21.44
10/04/2023 10:30:00,22.02
10/04/2023 11:30:00,19.20
10/04/2023 12:30:00,18.31
10/04/2023 13:30:00,21.66
10/04/2023 14:30:00,25.44
10/04/2023 15:30:00,20.20
10/04/2023 16:30:00,22.40
10/04/2023 17:30:00,25.97
10/04/2023 18:30:00,26.18
10/04/2023 19:30:00,28.25
10/04/2023 20:30:00,22.48
10/04/2023 21:30:00,22.20
10/04/2023 22:30:00,22.09
10/04/2023 23:30:00,17.01
11/04/2023 00:30:00,11.12
11/04/2023 01:30:00,10.02
11/04/2023 02:30:00,6.64
11/04/2023 03:30:00,8.45
11/04/2023 04:30:00,9.29
11/04/2023 05:30:00,15.39
11/04/2023 06:30:00,29.72
11/04/2023 07:30:00,27.24
11/04/2023 08:30:00,24.83
11/04/2023 09:30:00,24.42
11/04/2023 10:30:00,20.13
11/04/2023 11:30:00,20.29
11/04/2023 12:30:00,18.62
11/04/2023 13:30:00,21.13
11/04/2023 14:30:00,18.67
11/04/2023 15:30:00,21.63
11/04/2023 16:30:00,20.49
11/04/2023 17:30:00,19.16
11/04/2023 18:30:00,20.94
11/04/2023 19:30:00,21.04
11/04/2023 20:30:00,19.91
11/04/2023 21:30:00,19.26
11/04/2023 22:30:00,14.28
11/04/2023 23:30:00,14.29
12/04/2023 00:30:00,9.62
12/04/2023 01:30:00,7.18
12/04/2023 02:30:00,6.93
12/04/2023 03:30:00,08.06
12/04/2023 04:30:00,13.13
12/04/2023 05:30:00,17.96
12/04/2023 06:30:00,23.99
12/04/2023 07:30:00,21.61
12/04/2023 08:30:00,22.05
12/04/2023 09:30:00,22.95
12/04/2023 10:30:00,27.40
12/04/2023 11:30:00,29.68
12/04/2023 12:30:00,30.64
12/04/2023 13:30:00,23.85
12/04/2023 14:30:00,19.36
12/04/2023 15:30:00,18.84
12/04/2023 16:30:00,19.99
12/04/2023 17:30:00,30.96
12/04/2023 18:30:00,36.43
12/04/2023 19:30:00,47.09
12/04/2023 20:30:00,45.86
12/04/2023 21:30:00,34.55
12/04/2023 22:30:00,33.11
12/04/2023 23:30:00,28.55
13/04/2023 00:30:00,26.55
13/04/2023 01:30:00,24.13
13/04/2023 02:30:00,20.77
13/04/2023 03:30:00,15.23
13/04/2023 04:30:00,13.94
13/04/2023 05:30:00,18.98
13/04/2023 06:30:00,24.04
13/04/2023 07:30:00,18.96
13/04/2023 08:30:00,20.72
13/04/2023 09:30:00,23.56
13/04/2023 10:30:00,14.54
13/04/2023 11:30:00,12.06
13/04/2023 12:30:00,13.38
13/04/2023 13:30:00,12.42
13/04/2023 14:30:00,11.49
13/04/2023 15:30:00,15.18
13/04/2023 16:30:00,14.78
13/04/2023 17:30:00,14.27
13/04/2023 18:30:00,24.08
13/04/2023 19:30:00,26.80
13/04/2023 20:30:00,0.00
13/04/2023 21:30:00,0.00
13/04/2023 22:30:00,0.00
13/04/2023 23:30:00,0.00
14/04/2023 00:30:00,0.00
14/04/2023 01:30:00,0.00
14/04/2023 02:30:00,0.00
14/04/2023 03:30:00,0.00
14/04/2023 04:30:00,0.00
14/04/2023 05:30:00,0.00
14/04/2023 06:30:00,0.00
14/04/2023 07:30:00,0.00
14/04/2023 08:30:00,0.00
14/04/2023 09:30:00,-0.72
14/04/2023 10:30:00,16.74
14/04/2023 11:30:00,15.65
14/04/2023 12:30:00,14.92
14/04/2023 13:30:00,12.62
14/04/2023 14:30:00,13.78
14/04/2023 15:30:00,12.32
14/04/2023 16:30:00,16.04
14/04/2023 17:30:00,21.66
14/04/2023 18:30:00,19.94
14/04/2023 19:30:00,22.80
14/04/2023 20:30:00,20.04
14/04/2023 21:30:00,20.53
14/04/2023 22:30:00,22.67
14/04/2023 23:30:00,24.97
15/04/2023 00:30:00,13.93
15/04/2023 01:30:00,23.11
15/04/2023 02:30:00,19.37
15/04/2023 03:30:00,21.47
15/04/2023 04:30:00,16.02
15/04/2023 05:30:00,27.23
15/04/2023 06:30:00,20.88
15/04/2023 07:30:00,17.76
15/04/2023 08:30:00,21.09
15/04/2023 09:30:00,23.93
15/04/2023 10:30:00,19.41
15/04/2023 11:30:00,15.15
15/04/2023 12:30:00,17.35
15/04/2023 13:30:00,36.76
15/04/2023 14:30:00,16.52
15/04/2023 15:30:00,20.21
15/04/2023 16:30:00,23.16
15/04/2023 17:30:00,29.46
15/04/2023 18:30:00,37.53
15/04/2023 19:30:00,35.79
15/04/2023 20:30:00,36.49
15/04/2023 21:30:00,29.83
15/04/2023 22:30:00,17.07
15/04/2023 23:30:00,13.31
16/04/2023 00:30:00,9.74
16/04/2023 01:30:00,9.62
16/04/2023 02:30:00,8.32
16/04/2023 03:30:00,6.15
16/04/2023 04:30:00,08.09
16/04/2023 05:30:00,10.79
16/04/2023 06:30:00,21.31
16/04/2023 07:30:00,15.19
16/04/2023 08:30:00,12.06
16/04/2023 09:30:00,12.42
16/04/2023 10:30:00,11.92
16/04/2023 11:30:00,16.78
16/04/2023 12:30:00,13.46
16/04/2023 13:30:00,10.71
16/04/2023 14:30:00,10.47
16/04/2023 15:30:00,11.50
16/04/2023 16:30:00,14.14
16/04/2023 17:30:00,16.41
16/04/2023 18:30:00,22.72
16/04/2023 19:30:00,27.25
16/04/2023 20:30:00,28.81
16/04/2023 21:30:00,28.26
16/04/2023 22:30:00,25.28
16/04/2023 23:30:00,25.45
17/04/2023 00:30:00,23.35
17/04/2023 01:30:00,22.41
17/04/2023 02:30:00,13.28
17/04/2023 03:30:00,12.94
17/04/2023 04:30:00,12.63
17/04/2023 05:30:00,16.22
17/04/2023 06:30:00,24.57
17/04/2023 07:30:00,16.50
17/04/2023 08:30:00,13.75
17/04/2023 09:30:00,12.88
17/04/2023 10:30:00,13.26
17/04/2023 11:30:00,13.37
17/04/2023 12:30:00,11.98
17/04/2023 13:30:00,11.79
17/04/2023 14:30:00,14.29
17/04/2023 15:30:00,14.23
17/04/2023 16:30:00,16.72
17/04/2023 17:30:00,20.82
17/04/2023 18:30:00,22.72
17/04/2023 19:30:00,24.70
17/04/2023 20:30:00,26.18
17/04/2023 21:30:00,18.50
17/04/2023 22:30:00,18.64
17/04/2023 23:30:00,16.28
18/04/2023 00:30:00,13.74
18/04/2023 01:30:00,14.34
18/04/2023 02:30:00,15.29
18/04/2023 03:30:00,16.55
18/04/2023 04:30:00,17.85
18/04/2023 05:30:00,18.26
18/04/2023 06:30:00,21.56
18/04/2023 07:30:00,23.36
18/04/2023 08:30:00,24.96
18/04/2023 09:30:00,20.83
18/04/2023 10:30:00,18.65
18/04/2023 11:30:00,21.54
18/04/2023 12:30:00,19.90
18/04/2023 13:30:00,21.79
18/04/2023 14:30:00,25.74
18/04/2023 15:30:00,20.44
18/04/2023 16:30:00,21.86
18/04/2023 17:30:00,31.86
18/04/2023 18:30:00,33.16
18/04/2023 19:30:00,35.19
18/04/2023 20:30:00,28.57
18/04/2023 21:30:00,24.75
18/04/2023 22:30:00,22.06
18/04/2023 23:30:00,29.20
19/04/2023 00:30:00,20.59
19/04/2023 01:30:00,16.19
19/04/2023 02:30:00,16.77
19/04/2023 03:30:00,16.14
19/04/2023 04:30:00,16.66
19/04/2023 05:30:00,18.61
19/04/2023 06:30:00,22.11
19/04/2023 07:30:00,22.96
19/04/2023 08:30:00,29.91
19/04/2023 09:30:00,34.62
19/04/2023 10:30:00,33.48
19/04/2023 11:30:00,29.17
19/04/2023 12:30:00,22.73
19/04/2023 13:30:00,25.59
19/04/2023 14:30:00,27.14
19/04/2023 15:30:00,27.42
19/04/2023 16:30:00,44.63
19/04/2023 17:30:00,25.82
19/04/2023 18:30:00,26.08
19/04/2023 19:30:00,29.03
19/04/2023 20:30:00,19.75
19/04/2023 21:30:00,37.51
19/04/2023 22:30:00,18.69
19/04/2023 23:30:00,18.50
20/04/2023 00:30:00,21.35
20/04/2023 01:30:00,27.03
20/04/2023 02:30:00,24.30
20/04/2023 03:30:00,16.56
20/04/2023 04:30:00,13.90
20/04/2023 05:30:00,19.64
20/04/2023 06:30:00,33.19
20/04/2023 07:30:00,27.49
20/04/2023 08:30:00,27.89
20/04/2023 09:30:00,25.10
20/04/2023 10:30:00,19.92
20/04/2023 11:30:00,14.77
20/04/2023 12:30:00,18.17
20/04/2023 13:30:00,17.31
20/04/2023 14:30:00,17.04
20/04/2023 15:30:00,25.96
20/04/2023 16:30:00,26.69
20/04/2023 17:30:00,28.23
20/04/2023 18:30:00,26.73
20/04/2023 19:30:00,26.06
20/04/2023 20:30:00,23.52
20/04/2023 21:30:00,16.64
20/04/2023 22:30:00,16.41
20/04/2023 23:30:00,15.62
21/04/2023 00:30:00,13.44
21/04/2023 01:30:00,9.33
21/04/2023 02:30:00,9.32
21/04/2023 03:30:00,6.91
21/04/2023 04:30:00,6.11
21/04/2023 05:30:00,8.10
21/04/2023 06:30:00,12.03
21/04/2023 07:30:00,13.02
21/04/2023 08:30:00,16.33
21/04/2023 09:30:00,14.52
21/04/2023 10:30:00,16.68
21/04/2023 11:30:00,16.94
21/04/2023 12:30:00,18.68
21/04/2023 13:30:00,19.94
21/04/2023 14:30:00,17.93
21/04/2023 15:30:00,18.13
21/04/2023 16:30:00,18.20
21/04/2023 17:30:00,17.46
21/04/2023 18:30:00,24.15
21/04/2023 19:30:00,26.52
21/04/2023 20:30:00,29.34
21/04/2023 21:30:00,23.49
21/04/2023 22:30:00,22.79
21/04/2023 23:30:00,21.09
22/04/2023 00:30:00,18.55
22/04/2023 01:30:00,14.42
22/04/2023 02:30:00,11.24
22/04/2023 03:30:00,09.06
22/04/2023 04:30:00,7.72
22/04/2023 05:30:00,11.32
22/04/2023 06:30:00,14.54
22/04/2023 07:30:00,15.73
22/04/2023 08:30:00,19.21
22/04/2023 09:30:00,17.12
22/04/2023 10:30:00,11.51
22/04/2023 11:30:00,18.46
22/04/2023 12:30:00,19.12
22/04/2023 13:30:00,18.19
22/04/2023 14:30:00,18.95
22/04/2023 15:30:00,17.22
22/04/2023 16:30:00,17.70
22/04/2023 17:30:00,16.71
22/04/2023 18:30:00,13.50
22/04/2023 19:30:00,23.95
22/04/2023 20:30:00,19.23
22/04/2023 21:30:00,20.18
22/04/2023 22:30:00,16.96
22/04/2023 23:30:00,14.54
23/04/2023 00:30:00,16.05
23/04/2023 01:30:00,13.70
23/04/2023 02:30:00,13.76
23/04/2023 03:30:00,14.33
23/04/2023 04:30:00,14.67
23/04/2023 05:30:00,18.87
23/04/2023 06:30:00,17.52
23/04/2023 07:30:00,14.21
23/04/2023 08:30:00,10.38
23/04/2023 09:30:00,10.30
23/04/2023 10:30:00,12.85
23/04/2023 11:30:00,9.27
23/04/2023 12:30:00,12.10
23/04/2023 13:30:00,13.41
23/04/2023 14:30:00,15.99
23/04/2023 15:30:00,19.05
23/04/2023 16:30:00,27.65
23/04/2023 17:30:00,37.42
23/04/2023 18:30:00,26.45
23/04/2023 19:30:00,22.48
23/04/2023 20:30:00,31.20
23/04/2023 21:30:00,26.40
23/04/2023 22:30:00,30.64
23/04/2023 23:30:00,24.83
